Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851	83	-41	41	7851
84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888	84	-37	37	7888
85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924	85	-36	36	7924
86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967	86	-43	43	7967
87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991	87	-24	24	7991
88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038	88	-47	47	8038
89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074	89	-36	36	8074
90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140	90	-66	66	8140
91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166	91	-125	26	8166
92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221	92	-55	55	8221
93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257	93	-36	36	8257
94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293	94	-36	36	8293
95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323	95	-30	30	8323
96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384	96	-61	61	8384
97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404	97	-20	20	8404
98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436	98	-230	32	8436
99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487	99	-51	51	8487
100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524	100	-37	37	8524
101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547	101	-23	23	8547
102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584	102	-37	37	8584
103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634	103	-50	50	8634
104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671	104	-37	37	8671
105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695	105	-24	24	8695
106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738	106	-43	43	8738
107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764	107	-26	26	8764
108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805	108	-41	41	8805
109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830	109	-25	25	8830
110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871	110	-41	41	8871
111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914	111	-43	43	8914
112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965	112	-51	51	8965
113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987	113	-22	22	8987
114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015	114	-28	28	9015
115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060	115	-45	45	9060
116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105	116	-45	45	9105
117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146	117	-41	41	9146
118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172	118	-26	26	9172
119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200	119	-28	28	9200
120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223	120	-23	23	9223
121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254	121	-31	31	9254
122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281	122	-27	27	9281
123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323	123	-42	42	9323
124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359	124	-36	36	9359
125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390	125	-31	31	9390
126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409	126	-19	19	9409
127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436	127	-27	27	9436
128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463	128	-126	27	9463
129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499	129	-36	36	9499
130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559	130	-258	60	9559
131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612	131	-152	53	9612
132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655	132	-241	43	9655
133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681	133	-26	26	9681
134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705	134	-24	24	9705
135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729	135	-24	24	9729
136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759	136	-30	30	9759
137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806	137	-47	47	9806
138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856	138	-149	50	9856
139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883	139	-27	27	9883
140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927	140	-44	44	9927
141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948	141	-21	21	9948
142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978	142	-30	30	9978
143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004	143	-26	26	10004
144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037	144	-33	33	10037
145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080	145	-43	43	10080
146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101	146	-21	21	10101
147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141	147	-40	40	10141
148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163	148	-22	22	10163
149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197	149	-34	34	10197
150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222	150	-25	25	10222
151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259	151	-136	37	10259
152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279	152	-20	20	10279
153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316	153	-37	37	10316
154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339	154	-23	23	10339
155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371	155	-32	32	10371
156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398	156	-27	27	10398
157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427	157	-29	29	10427
158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454	158	-27	27	10454
159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481	159	-27	27	10481
160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513	160	-32	32	10513
161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533	161	-20	20	10533
162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586	162	-152	53	10586
163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608	163	-22	22	10608
164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634	164	-125	26	10634
165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657	165	-23	23	10657
166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685	166	-28	28	10685
167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702	167	-17	17	10702
