Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449	69	-163	64	7449
70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520	70	-71	71	7520
71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553	71	-33	33	7553
72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597	72	-44	44	7597
73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658	73	-160	61	7658
74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703	74	-45	45	7703
75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732	75	-29	29	7732
76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783	76	-51	51	7783
77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819	77	-36	36	7819
78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859	78	-40	40	7859
79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894	79	-35	35	7894
80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921	80	-27	27	7921
81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964	81	-43	43	7964
82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032	82	-68	68	8032
83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067	83	-35	35	8067
84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122	84	-55	55	8122
85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166	85	-44	44	8166
86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225	86	-59	59	8225
87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269	87	-44	44	8269
88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314	88	-45	45	8314
89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350	89	-36	36	8350
90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389	90	-39	39	8389
91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425	91	-36	36	8425
92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454	92	-29	29	8454
93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494	93	-40	40	8494
94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523	94	-29	29	8523
95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579	95	-56	56	8579
96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615	96	-36	36	8615
97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672	97	-57	57	8672
98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711	98	-39	39	8711
99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742	99	-31	31	8742
100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782	100	-40	40	8782
101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807	101	-25	25	8807
102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837	102	-30	30	8837
103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860	103	-23	23	8860
104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907	104	-47	47	8907
105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957	105	-50	50	8957
106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986	106	-128	29	8986
107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028	107	-42	42	9028
108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055	108	-27	27	9055
109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091	109	-36	36	9091
110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115	110	-24	24	9115
111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145	111	-30	30	9145
112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185	112	-40	40	9185
113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211	113	-26	26	9211
114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266	114	-154	55	9266
115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286	115	-20	20	9286
116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315	116	-29	29	9315
117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362	117	-47	47	9362
118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399	118	-37	37	9399
119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441	119	-42	42	9441
120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465	120	-24	24	9465
121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507	121	-42	42	9507
122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533	122	-26	26	9533
123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567	123	-34	34	9567
124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586	124	-19	19	9586
125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620	125	-34	34	9620
126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645	126	-25	25	9645
127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686	127	-140	41	9686
128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709	128	-23	23	9709
129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733	129	-24	24	9733
130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756	130	-23	23	9756
131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784	131	-28	28	9784
132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811	132	-27	27	9811
133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845	133	-34	34	9845
134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875	134	-30	30	9875
135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915	135	-40	40	9915
136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936	136	-21	21	9936
137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953	137	-17	17	9953
138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981	138	-28	28	9981
139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025	139	-44	44	10025
